text,next_word
"['i', 'have', 'a', 'work', 'evaluation', 'meeting']",with
"['i', 'have', 'a', 'work', 'evaluation', 'meeting', 'with']",my
"['i', 'have', 'a', 'work', 'evaluation', 'meeting', 'with', 'my']",supervisor
"['the', 'company', 'is']",emphasizing
"['the', 'company', 'is', 'emphasizing']",diversity
"['the', 'company', 'is', 'emphasizing', 'diversity']",and
"['the', 'company', 'is', 'emphasizing', 'diversity', 'and']",inclusion
"['the', 'company', 'is', 'emphasizing', 'diversity', 'and', 'inclusion']",in
"['the', 'company', 'is', 'emphasizing', 'diversity', 'and', 'inclusion', 'in']",the
"['the', 'company', 'is', 'emphasizing', 'diversity', 'and', 'inclusion', 'in', 'the']",workplace
"[""i'm"", 'working', 'on', 'a']",proposal
"[""i'm"", 'working', 'on', 'a', 'proposal']",for
"[""i'm"", 'working', 'on', 'a', 'proposal', 'for']",a
"[""i'm"", 'working', 'on', 'a', 'proposal', 'for', 'a']",potential
"[""i'm"", 'working', 'on', 'a', 'proposal', 'for', 'a', 'potential']",new
"[""i'm"", 'working', 'on', 'a', 'proposal', 'for', 'a', 'potential', 'new']",work
"[""i'm"", 'working', 'on', 'a', 'proposal', 'for', 'a', 'potential', 'new', 'work']",project
"['our', 'team', 'is']",introducing
"['our', 'team', 'is', 'introducing']",work
"['our', 'team', 'is', 'introducing', 'work']",mentorship
"['our', 'team', 'is', 'introducing', 'work', 'mentorship']",programs
"[""i'm"", 'collaborating', 'with', 'colleagues', 'on', 'a', 'joint', 'work']",initiative
"['we', 'are', 'implementing']",sustainability
"['we', 'are', 'implementing', 'sustainability']",practices
"['we', 'are', 'implementing', 'sustainability', 'practices']",in
"['we', 'are', 'implementing', 'sustainability', 'practices', 'in']",our
"['we', 'are', 'implementing', 'sustainability', 'practices', 'in', 'our']",work
"['we', 'are', 'implementing', 'sustainability', 'practices', 'in', 'our', 'work']",processes
"[""i'm"", 'preparing', 'for', 'a']",work-related
"[""i'm"", 'preparing', 'for', 'a', 'work-related']",certification
"[""i'm"", 'preparing', 'for', 'a', 'work-related', 'certification']",exam
"['the', 'company', 'is', 'investing', 'in', 'employee', 'work']",satisfaction
"['the', 'company', 'is', 'investing', 'in', 'employee', 'work', 'satisfaction']",surveys
"['i', 'have', 'a', 'work']",training
"['i', 'have', 'a', 'work', 'training']",session
"['i', 'have', 'a', 'work', 'training', 'session']",on
"['i', 'have', 'a', 'work', 'training', 'session', 'on']",leadership
"['i', 'have', 'a', 'work', 'training', 'session', 'on', 'leadership']",skills
"[""i'm"", 'attending', 'a', 'work-related']",seminar
"[""i'm"", 'attending', 'a', 'work-related', 'seminar']",on
"[""i'm"", 'attending', 'a', 'work-related', 'seminar', 'on']",industry
"[""i'm"", 'attending', 'a', 'work-related', 'seminar', 'on', 'industry']",trends
"['we', 'are']",conducting
"['we', 'are', 'conducting']",team-building
"['we', 'are', 'conducting', 'team-building']",activities
"['we', 'are', 'conducting', 'team-building', 'activities']",for
"['we', 'are', 'conducting', 'team-building', 'activities', 'for']",a
"['we', 'are', 'conducting', 'team-building', 'activities', 'for', 'a']",positive
"['we', 'are', 'conducting', 'team-building', 'activities', 'for', 'a', 'positive']",work
"['we', 'are', 'conducting', 'team-building', 'activities', 'for', 'a', 'positive', 'work']",environment
"[""i'm"", 'working', 'on', 'a']",strategic
"[""i'm"", 'working', 'on', 'a', 'strategic']",plan
"[""i'm"", 'working', 'on', 'a', 'strategic', 'plan']",for
"[""i'm"", 'working', 'on', 'a', 'strategic', 'plan', 'for']",the
"[""i'm"", 'working', 'on', 'a', 'strategic', 'plan', 'for', 'the']",next
"[""i'm"", 'working', 'on', 'a', 'strategic', 'plan', 'for', 'the', 'next']",fiscal
"[""i'm"", 'working', 'on', 'a', 'strategic', 'plan', 'for', 'the', 'next', 'fiscal']",year
"['the', 'team', 'is']",implementing
"['the', 'team', 'is', 'implementing']",work
"['the', 'team', 'is', 'implementing', 'work']",process
"['the', 'team', 'is', 'implementing', 'work', 'process']",improvements
"['the', 'team', 'is', 'implementing', 'work', 'process', 'improvements']",for
"['the', 'team', 'is', 'implementing', 'work', 'process', 'improvements', 'for']",efficiency
"['i', 'have', 'a', 'work']",presentation
"['i', 'have', 'a', 'work', 'presentation']",to
"['i', 'have', 'a', 'work', 'presentation', 'to']",deliver
"['i', 'have', 'a', 'work', 'presentation', 'to', 'deliver']",to
"['i', 'have', 'a', 'work', 'presentation', 'to', 'deliver', 'to']",the
"['i', 'have', 'a', 'work', 'presentation', 'to', 'deliver', 'to', 'the']",board
"['i', 'have', 'a', 'work', 'presentation', 'to', 'deliver', 'to', 'the', 'board']",of
"['i', 'have', 'a', 'work', 'presentation', 'to', 'deliver', 'to', 'the', 'board', 'of']",directors
"[""i'm"", 'participating', 'in', 'a', 'work-related']",volunteer
"[""i'm"", 'participating', 'in', 'a', 'work-related', 'volunteer']",program
"['we', 'are']",organizing
"['we', 'are', 'organizing']",a
"['we', 'are', 'organizing', 'a']",work
"['we', 'are', 'organizing', 'a', 'work']",celebration
"['we', 'are', 'organizing', 'a', 'work', 'celebration']",for
"['we', 'are', 'organizing', 'a', 'work', 'celebration', 'for']",project
"['we', 'are', 'organizing', 'a', 'work', 'celebration', 'for', 'project']",success
"[""i'm"", 'discussing', 'work', 'strategies', 'with', 'my']",team
"[""i'm"", 'discussing', 'work', 'strategies', 'with', 'my', 'team']",members
"['the', 'company', 'is']",focusing
"['the', 'company', 'is', 'focusing']",on
"['the', 'company', 'is', 'focusing', 'on']",employee
"['the', 'company', 'is', 'focusing', 'on', 'employee']",well-being
"['the', 'company', 'is', 'focusing', 'on', 'employee', 'well-being']",in
"['the', 'company', 'is', 'focusing', 'on', 'employee', 'well-being', 'in']",the
"['the', 'company', 'is', 'focusing', 'on', 'employee', 'well-being', 'in', 'the']",work
"['the', 'company', 'is', 'focusing', 'on', 'employee', 'well-being', 'in', 'the', 'work']",environment
"[""i'm"", 'attending', 'a', 'work-related']",training
"[""i'm"", 'attending', 'a', 'work-related', 'training']",program
"[""i'm"", 'attending', 'a', 'work-related', 'training', 'program']",on
"[""i'm"", 'attending', 'a', 'work-related', 'training', 'program', 'on']",communication
"[""i'm"", 'attending', 'a', 'work-related', 'training', 'program', 'on', 'communication']",skills
"['i', 'have', 'a', 'work', 'review']",meeting
"['i', 'have', 'a', 'work', 'review', 'meeting']",to
"['i', 'have', 'a', 'work', 'review', 'meeting', 'to']",discuss
"['i', 'have', 'a', 'work', 'review', 'meeting', 'to', 'discuss']",performance
"['i', 'have', 'a', 'work', 'review', 'meeting', 'to', 'discuss', 'performance']",metrics
"['our', 'team', 'is']",adapting
"['our', 'team', 'is', 'adapting']",to
"['our', 'team', 'is', 'adapting', 'to']",a
"['our', 'team', 'is', 'adapting', 'to', 'a']",new
"['our', 'team', 'is', 'adapting', 'to', 'a', 'new']",work
"['our', 'team', 'is', 'adapting', 'to', 'a', 'new', 'work']",management
"['our', 'team', 'is', 'adapting', 'to', 'a', 'new', 'work', 'management']",software
"[""i'm"", 'working', 'on', 'a', 'proposal', 'for', 'a', 'potential']",work
"[""i'm"", 'working', 'on', 'a', 'proposal', 'for', 'a', 'potential', 'work']",collaboration
"['we', 'are', 'updating', 'our', 'work']",guidelines
"['we', 'are', 'updating', 'our', 'work', 'guidelines']",to
"['we', 'are', 'updating', 'our', 'work', 'guidelines', 'to']",align
"['we', 'are', 'updating', 'our', 'work', 'guidelines', 'to', 'align']",with
"['we', 'are', 'updating', 'our', 'work', 'guidelines', 'to', 'align', 'with']",industry
"['we', 'are', 'updating', 'our', 'work', 'guidelines', 'to', 'align', 'with', 'industry']",standards
"[""i'm"", 'participating', 'in', 'a', 'work-related']",industry
"[""i'm"", 'participating', 'in', 'a', 'work-related', 'industry']",expo
"['the', 'company', 'is', 'encouraging']",a
"['the', 'company', 'is', 'encouraging', 'a']",healthy
"['the', 'company', 'is', 'encouraging', 'a', 'healthy']",work-life
"['the', 'company', 'is', 'encouraging', 'a', 'healthy', 'work-life']",balance
"['the', 'company', 'is', 'encouraging', 'a', 'healthy', 'work-life', 'balance']",for
"['the', 'company', 'is', 'encouraging', 'a', 'healthy', 'work-life', 'balance', 'for']",employees
"['i', 'have', 'a', 'work', 'evaluation']",session
"['i', 'have', 'a', 'work', 'evaluation', 'session']",with
"['i', 'have', 'a', 'work', 'evaluation', 'session', 'with']",my
"['i', 'have', 'a', 'work', 'evaluation', 'session', 'with', 'my']",career
"['i', 'have', 'a', 'work', 'evaluation', 'session', 'with', 'my', 'career']",coach
"[""i'm"", 'collaborating', 'with', 'colleagues', 'on', 'a']",work
"[""i'm"", 'collaborating', 'with', 'colleagues', 'on', 'a', 'work']",innovation
"[""i'm"", 'collaborating', 'with', 'colleagues', 'on', 'a', 'work', 'innovation']",project
"['we', 'are', 'conducting']",a
"['we', 'are', 'conducting', 'a']",work
"['we', 'are', 'conducting', 'a', 'work']",satisfaction
"['we', 'are', 'conducting', 'a', 'work', 'satisfaction']",survey
"['we', 'are', 'conducting', 'a', 'work', 'satisfaction', 'survey']",among
"['we', 'are', 'conducting', 'a', 'work', 'satisfaction', 'survey', 'among']",employees
"[""i'm"", 'attending', 'a', 'work-related', 'webinar']",on
"[""i'm"", 'attending', 'a', 'work-related', 'webinar', 'on']",leadership
"[""i'm"", 'attending', 'a', 'work-related', 'webinar', 'on', 'leadership']",development
"['the', 'team', 'is', 'implementing', 'work']",flexibility
"['the', 'team', 'is', 'implementing', 'work', 'flexibility']",options
"['the', 'team', 'is', 'implementing', 'work', 'flexibility', 'options']",for
"['the', 'team', 'is', 'implementing', 'work', 'flexibility', 'options', 'for']",employees
"['i', 'have', 'a', 'work-related', 'presentation']",at
"['i', 'have', 'a', 'work-related', 'presentation', 'at']",a
"['i', 'have', 'a', 'work-related', 'presentation', 'at', 'a']",client
"['i', 'have', 'a', 'work-related', 'presentation', 'at', 'a', 'client']",meeting
['i'],plan
"['i', 'plan']",to
"['i', 'plan', 'to']",explore
"['i', 'plan', 'to', 'explore']",new
"['i', 'plan', 'to', 'explore', 'new']",recipes
"['i', 'plan', 'to', 'explore', 'new', 'recipes']",for
"['i', 'plan', 'to', 'explore', 'new', 'recipes', 'for']",dinner
"['i', 'plan', 'to', 'explore', 'new', 'recipes', 'for', 'dinner']",this
"['i', 'plan', 'to', 'explore', 'new', 'recipes', 'for', 'dinner', 'this']",week
"['can', 'you', 'recommend', 'a']",captivating
"['can', 'you', 'recommend', 'a', 'captivating']",novel
"['can', 'you', 'recommend', 'a', 'captivating', 'novel']",for
"['can', 'you', 'recommend', 'a', 'captivating', 'novel', 'for']",my
"['can', 'you', 'recommend', 'a', 'captivating', 'novel', 'for', 'my']",next
"['can', 'you', 'recommend', 'a', 'captivating', 'novel', 'for', 'my', 'next']",reading
"['can', 'you', 'recommend', 'a', 'captivating', 'novel', 'for', 'my', 'next', 'reading']",endeavor
['my'],neighbor
"['my', 'neighbor']",graciously
"['my', 'neighbor', 'graciously']",offered
"['my', 'neighbor', 'graciously', 'offered']",to
"['my', 'neighbor', 'graciously', 'offered', 'to']",water
"['my', 'neighbor', 'graciously', 'offered', 'to', 'water']",my
"['my', 'neighbor', 'graciously', 'offered', 'to', 'water', 'my']",plants
"['my', 'neighbor', 'graciously', 'offered', 'to', 'water', 'my', 'plants']",while
"['my', 'neighbor', 'graciously', 'offered', 'to', 'water', 'my', 'plants', 'while']",i'm
"['my', 'neighbor', 'graciously', 'offered', 'to', 'water', 'my', 'plants', 'while', ""i'm""]",away
"[""let's"", 'organize', 'a']",spontaneous
"[""let's"", 'organize', 'a', 'spontaneous']",picnic
"[""let's"", 'organize', 'a', 'spontaneous', 'picnic']",in
"[""let's"", 'organize', 'a', 'spontaneous', 'picnic', 'in']",the
"[""let's"", 'organize', 'a', 'spontaneous', 'picnic', 'in', 'the']",nearby
"[""let's"", 'organize', 'a', 'spontaneous', 'picnic', 'in', 'the', 'nearby']",park
"[""let's"", 'organize', 'a', 'spontaneous', 'picnic', 'in', 'the', 'nearby', 'park']",this
"[""let's"", 'organize', 'a', 'spontaneous', 'picnic', 'in', 'the', 'nearby', 'park', 'this']",weekend
"['have', 'you', 'ever']",considered
"['have', 'you', 'ever', 'considered']",learning
"['have', 'you', 'ever', 'considered', 'learning']",to
"['have', 'you', 'ever', 'considered', 'learning', 'to']",play
"['have', 'you', 'ever', 'considered', 'learning', 'to', 'play']",a
"['have', 'you', 'ever', 'considered', 'learning', 'to', 'play', 'a']",musical
"['have', 'you', 'ever', 'considered', 'learning', 'to', 'play', 'a', 'musical']",instrument
['i'],discovered
"['i', 'discovered']",a
"['i', 'discovered', 'a']",fascinating
"['i', 'discovered', 'a', 'fascinating']",podcast
"['i', 'discovered', 'a', 'fascinating', 'podcast']",that
"['i', 'discovered', 'a', 'fascinating', 'podcast', 'that']",delves
"['i', 'discovered', 'a', 'fascinating', 'podcast', 'that', 'delves']",into
"['i', 'discovered', 'a', 'fascinating', 'podcast', 'that', 'delves', 'into']",historical
"['i', 'discovered', 'a', 'fascinating', 'podcast', 'that', 'delves', 'into', 'historical']",mysteries
"['to', 'enhance']",my
"['to', 'enhance', 'my']",fitness
"['to', 'enhance', 'my', 'fitness']",routine
"['to', 'enhance', 'my', 'fitness', 'routine']",i've
"['to', 'enhance', 'my', 'fitness', 'routine', ""i've""]",decided
"['to', 'enhance', 'my', 'fitness', 'routine', ""i've"", 'decided']",to
"['to', 'enhance', 'my', 'fitness', 'routine', ""i've"", 'decided', 'to']",incorporate
"['to', 'enhance', 'my', 'fitness', 'routine', ""i've"", 'decided', 'to', 'incorporate']",yoga
"['to', 'enhance', 'my', 'fitness', 'routine', ""i've"", 'decided', 'to', 'incorporate', 'yoga']",sessions
"['we', 'should', 'schedule']",a
"['we', 'should', 'schedule', 'a']",coffee
"['we', 'should', 'schedule', 'a', 'coffee']",catch-up
"['we', 'should', 'schedule', 'a', 'coffee', 'catch-up']",to
"['we', 'should', 'schedule', 'a', 'coffee', 'catch-up', 'to']",reminisce
"['we', 'should', 'schedule', 'a', 'coffee', 'catch-up', 'to', 'reminisce']",about
"['we', 'should', 'schedule', 'a', 'coffee', 'catch-up', 'to', 'reminisce', 'about']",old
"['we', 'should', 'schedule', 'a', 'coffee', 'catch-up', 'to', 'reminisce', 'about', 'old']",times
['the'],kids
"['the', 'kids']",eagerly
"['the', 'kids', 'eagerly']",anticipate
"['the', 'kids', 'eagerly', 'anticipate']",the
"['the', 'kids', 'eagerly', 'anticipate', 'the']",annual
"['the', 'kids', 'eagerly', 'anticipate', 'the', 'annual']",summer
"['the', 'kids', 'eagerly', 'anticipate', 'the', 'annual', 'summer']",fair
"['the', 'kids', 'eagerly', 'anticipate', 'the', 'annual', 'summer', 'fair']",in
"['the', 'kids', 'eagerly', 'anticipate', 'the', 'annual', 'summer', 'fair', 'in']",our
"['the', 'kids', 'eagerly', 'anticipate', 'the', 'annual', 'summer', 'fair', 'in', 'our']",neighborhood
['this'],weekend
"['this', 'weekend']",i
"['this', 'weekend', 'i']",aim
"['this', 'weekend', 'i', 'aim']",to
"['this', 'weekend', 'i', 'aim', 'to']",refurbish
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish']",an
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish', 'an']",old
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish', 'an', 'old']",piece
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish', 'an', 'old', 'piece']",of
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish', 'an', 'old', 'piece', 'of']",furniture
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish', 'an', 'old', 'piece', 'of', 'furniture']",for
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish', 'an', 'old', 'piece', 'of', 'furniture', 'for']",a
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish', 'an', 'old', 'piece', 'of', 'furniture', 'for', 'a']",fresh
"['this', 'weekend', 'i', 'aim', 'to', 'refurbish', 'an', 'old', 'piece', 'of', 'furniture', 'for', 'a', 'fresh']",look
"[""i'd"", 'like', 'to']",enroll
"[""i'd"", 'like', 'to', 'enroll']",in
"[""i'd"", 'like', 'to', 'enroll', 'in']",a
"[""i'd"", 'like', 'to', 'enroll', 'in', 'a']",language
"[""i'd"", 'like', 'to', 'enroll', 'in', 'a', 'language']",course
"[""i'd"", 'like', 'to', 'enroll', 'in', 'a', 'language', 'course']",to
"[""i'd"", 'like', 'to', 'enroll', 'in', 'a', 'language', 'course', 'to']",broaden
"[""i'd"", 'like', 'to', 'enroll', 'in', 'a', 'language', 'course', 'to', 'broaden']",my
"[""i'd"", 'like', 'to', 'enroll', 'in', 'a', 'language', 'course', 'to', 'broaden', 'my']",communication
"[""i'd"", 'like', 'to', 'enroll', 'in', 'a', 'language', 'course', 'to', 'broaden', 'my', 'communication']",skills
"[""let's""]",embark
"[""let's"", 'embark']",on
"[""let's"", 'embark', 'on']",a
"[""let's"", 'embark', 'on', 'a']",hiking
"[""let's"", 'embark', 'on', 'a', 'hiking']",expedition
"[""let's"", 'embark', 'on', 'a', 'hiking', 'expedition']",to
"[""let's"", 'embark', 'on', 'a', 'hiking', 'expedition', 'to']",soak
"[""let's"", 'embark', 'on', 'a', 'hiking', 'expedition', 'to', 'soak']",in
"[""let's"", 'embark', 'on', 'a', 'hiking', 'expedition', 'to', 'soak', 'in']",the
"[""let's"", 'embark', 'on', 'a', 'hiking', 'expedition', 'to', 'soak', 'in', 'the']",beauty
"[""let's"", 'embark', 'on', 'a', 'hiking', 'expedition', 'to', 'soak', 'in', 'the', 'beauty']",of
"[""let's"", 'embark', 'on', 'a', 'hiking', 'expedition', 'to', 'soak', 'in', 'the', 'beauty', 'of']",nature
['my'],goal
"['my', 'goal']",is
"['my', 'goal', 'is']",to
"['my', 'goal', 'is', 'to']",cultivate
"['my', 'goal', 'is', 'to', 'cultivate']",a
"['my', 'goal', 'is', 'to', 'cultivate', 'a']",small
"['my', 'goal', 'is', 'to', 'cultivate', 'a', 'small']",herb
"['my', 'goal', 'is', 'to', 'cultivate', 'a', 'small', 'herb']",garden
"['my', 'goal', 'is', 'to', 'cultivate', 'a', 'small', 'herb', 'garden']",on
"['my', 'goal', 'is', 'to', 'cultivate', 'a', 'small', 'herb', 'garden', 'on']",my
"['my', 'goal', 'is', 'to', 'cultivate', 'a', 'small', 'herb', 'garden', 'on', 'my']",balcony
"['have', 'you', 'ever']",contemplated
"['have', 'you', 'ever', 'contemplated']",taking
"['have', 'you', 'ever', 'contemplated', 'taking']",up
"['have', 'you', 'ever', 'contemplated', 'taking', 'up']",painting
"['have', 'you', 'ever', 'contemplated', 'taking', 'up', 'painting']",as
"['have', 'you', 'ever', 'contemplated', 'taking', 'up', 'painting', 'as']",a
"['have', 'you', 'ever', 'contemplated', 'taking', 'up', 'painting', 'as', 'a']",creative
"['have', 'you', 'ever', 'contemplated', 'taking', 'up', 'painting', 'as', 'a', 'creative']",outlet
"[""i'm""]",determined
"[""i'm"", 'determined']",to
"[""i'm"", 'determined', 'to']",declutter
"[""i'm"", 'determined', 'to', 'declutter']",and
"[""i'm"", 'determined', 'to', 'declutter', 'and']",organize
"[""i'm"", 'determined', 'to', 'declutter', 'and', 'organize']",my
"[""i'm"", 'determined', 'to', 'declutter', 'and', 'organize', 'my']",living
"[""i'm"", 'determined', 'to', 'declutter', 'and', 'organize', 'my', 'living']",space
"[""i'm"", 'determined', 'to', 'declutter', 'and', 'organize', 'my', 'living', 'space']",this
"[""i'm"", 'determined', 'to', 'declutter', 'and', 'organize', 'my', 'living', 'space', 'this']",month
['we'],could
"['we', 'could']",arrange
"['we', 'could', 'arrange']",a
"['we', 'could', 'arrange', 'a']",movie
"['we', 'could', 'arrange', 'a', 'movie']",marathon
"['we', 'could', 'arrange', 'a', 'movie', 'marathon']",featuring
"['we', 'could', 'arrange', 'a', 'movie', 'marathon', 'featuring']",classic
"['we', 'could', 'arrange', 'a', 'movie', 'marathon', 'featuring', 'classic']",films
['how'],about
"['how', 'about']",participating
"['how', 'about', 'participating']",in
"['how', 'about', 'participating', 'in']",a
"['how', 'about', 'participating', 'in', 'a']",community
"['how', 'about', 'participating', 'in', 'a', 'community']",service
"['how', 'about', 'participating', 'in', 'a', 'community', 'service']",project
"['how', 'about', 'participating', 'in', 'a', 'community', 'service', 'project']",to
"['how', 'about', 'participating', 'in', 'a', 'community', 'service', 'project', 'to']",give
"['how', 'about', 'participating', 'in', 'a', 'community', 'service', 'project', 'to', 'give']",back
['i'],aspire
"['i', 'aspire']",to
"['i', 'aspire', 'to']",attend
"['i', 'aspire', 'to', 'attend']",a
"['i', 'aspire', 'to', 'attend', 'a']",live
"['i', 'aspire', 'to', 'attend', 'a', 'live']",concert
"['i', 'aspire', 'to', 'attend', 'a', 'live', 'concert']",to
"['i', 'aspire', 'to', 'attend', 'a', 'live', 'concert', 'to']",experience
"['i', 'aspire', 'to', 'attend', 'a', 'live', 'concert', 'to', 'experience']",the
"['i', 'aspire', 'to', 'attend', 'a', 'live', 'concert', 'to', 'experience', 'the']",magic
"['i', 'aspire', 'to', 'attend', 'a', 'live', 'concert', 'to', 'experience', 'the', 'magic']",of
"['i', 'aspire', 'to', 'attend', 'a', 'live', 'concert', 'to', 'experience', 'the', 'magic', 'of']",music
"[""let's"", 'plan', 'a', 'weekend', 'road', 'trip']",to
"[""let's"", 'plan', 'a', 'weekend', 'road', 'trip', 'to']",explore
"[""let's"", 'plan', 'a', 'weekend', 'road', 'trip', 'to', 'explore']",nearby
"[""let's"", 'plan', 'a', 'weekend', 'road', 'trip', 'to', 'explore', 'nearby']",picturesque
"[""let's"", 'plan', 'a', 'weekend', 'road', 'trip', 'to', 'explore', 'nearby', 'picturesque']",towns
"[""i've""]",been
"[""i've"", 'been']",pondering
"[""i've"", 'been', 'pondering']",the
"[""i've"", 'been', 'pondering', 'the']",idea
"[""i've"", 'been', 'pondering', 'the', 'idea']",of
"[""i've"", 'been', 'pondering', 'the', 'idea', 'of']",adopting
"[""i've"", 'been', 'pondering', 'the', 'idea', 'of', 'adopting']",a
"[""i've"", 'been', 'pondering', 'the', 'idea', 'of', 'adopting', 'a']",pet
"[""i've"", 'been', 'pondering', 'the', 'idea', 'of', 'adopting', 'a', 'pet']",from
"[""i've"", 'been', 'pondering', 'the', 'idea', 'of', 'adopting', 'a', 'pet', 'from']",the
"[""i've"", 'been', 'pondering', 'the', 'idea', 'of', 'adopting', 'a', 'pet', 'from', 'the']",local
"[""i've"", 'been', 'pondering', 'the', 'idea', 'of', 'adopting', 'a', 'pet', 'from', 'the', 'local']",shelter
"['this', 'weekend']",i'd
"['this', 'weekend', ""i'd""]",like
"['this', 'weekend', ""i'd"", 'like']",to
"['this', 'weekend', ""i'd"", 'like', 'to']",experiment
"['this', 'weekend', ""i'd"", 'like', 'to', 'experiment']",with
"['this', 'weekend', ""i'd"", 'like', 'to', 'experiment', 'with']",making
"['this', 'weekend', ""i'd"", 'like', 'to', 'experiment', 'with', 'making']",homemade
"['this', 'weekend', ""i'd"", 'like', 'to', 'experiment', 'with', 'making', 'homemade']",ice
"['this', 'weekend', ""i'd"", 'like', 'to', 'experiment', 'with', 'making', 'homemade', 'ice']",cream
"[""i'm"", 'considering']",joining
"[""i'm"", 'considering', 'joining']",a
"[""i'm"", 'considering', 'joining', 'a']",photography
"[""i'm"", 'considering', 'joining', 'a', 'photography']",club
"[""i'm"", 'considering', 'joining', 'a', 'photography', 'club']",to
"[""i'm"", 'considering', 'joining', 'a', 'photography', 'club', 'to']",refine
"[""i'm"", 'considering', 'joining', 'a', 'photography', 'club', 'to', 'refine']",my
"[""i'm"", 'considering', 'joining', 'a', 'photography', 'club', 'to', 'refine', 'my']",skills
"[""let's""]",venture
"[""let's"", 'venture']",into
"[""let's"", 'venture', 'into']",a
"[""let's"", 'venture', 'into', 'a']",local
"[""let's"", 'venture', 'into', 'a', 'local']",farmer's
"[""let's"", 'venture', 'into', 'a', 'local', ""farmer's""]",market
"[""let's"", 'venture', 'into', 'a', 'local', ""farmer's"", 'market']",for
"[""let's"", 'venture', 'into', 'a', 'local', ""farmer's"", 'market', 'for']",fresh
"[""let's"", 'venture', 'into', 'a', 'local', ""farmer's"", 'market', 'for', 'fresh']",produce
"[""let's"", 'venture', 'into', 'a', 'local', ""farmer's"", 'market', 'for', 'fresh', 'produce']",and
"[""let's"", 'venture', 'into', 'a', 'local', ""farmer's"", 'market', 'for', 'fresh', 'produce', 'and']",artisanal
"[""let's"", 'venture', 'into', 'a', 'local', ""farmer's"", 'market', 'for', 'fresh', 'produce', 'and', 'artisanal']",goods
"['have', 'you', 'ever', 'contemplated', 'taking', 'up']",ballroom
"['have', 'you', 'ever', 'contemplated', 'taking', 'up', 'ballroom']",dancing
"['have', 'you', 'ever', 'contemplated', 'taking', 'up', 'ballroom', 'dancing']",for
"['have', 'you', 'ever', 'contemplated', 'taking', 'up', 'ballroom', 'dancing', 'for']",fun
"['i', 'plan', 'to']",visit
"['i', 'plan', 'to', 'visit']",a
"['i', 'plan', 'to', 'visit', 'a']",museum
"['i', 'plan', 'to', 'visit', 'a', 'museum']",to
"['i', 'plan', 'to', 'visit', 'a', 'museum', 'to']",indulge
"['i', 'plan', 'to', 'visit', 'a', 'museum', 'to', 'indulge']",in
"['i', 'plan', 'to', 'visit', 'a', 'museum', 'to', 'indulge', 'in']",some
"['i', 'plan', 'to', 'visit', 'a', 'museum', 'to', 'indulge', 'in', 'some']",cultural
"['i', 'plan', 'to', 'visit', 'a', 'museum', 'to', 'indulge', 'in', 'some', 'cultural']",enrichment
"['we', 'should']",organize
"['we', 'should', 'organize']",a
"['we', 'should', 'organize', 'a']",board
"['we', 'should', 'organize', 'a', 'board']",game
"['we', 'should', 'organize', 'a', 'board', 'game']",night
"['we', 'should', 'organize', 'a', 'board', 'game', 'night']",for
"['we', 'should', 'organize', 'a', 'board', 'game', 'night', 'for']",some
"['we', 'should', 'organize', 'a', 'board', 'game', 'night', 'for', 'some']",friendly
"['we', 'should', 'organize', 'a', 'board', 'game', 'night', 'for', 'some', 'friendly']",competition
['i'],aim
"['i', 'aim']",to
"['i', 'aim', 'to']",establish
"['i', 'aim', 'to', 'establish']",a
"['i', 'aim', 'to', 'establish', 'a']",daily
"['i', 'aim', 'to', 'establish', 'a', 'daily']",meditation
"['i', 'aim', 'to', 'establish', 'a', 'daily', 'meditation']",routine
"['i', 'aim', 'to', 'establish', 'a', 'daily', 'meditation', 'routine']",for
"['i', 'aim', 'to', 'establish', 'a', 'daily', 'meditation', 'routine', 'for']",mindfulness
"['how', 'about', 'participating', 'in', 'a']",charity
"['how', 'about', 'participating', 'in', 'a', 'charity']",run
"['how', 'about', 'participating', 'in', 'a', 'charity', 'run']",to
"['how', 'about', 'participating', 'in', 'a', 'charity', 'run', 'to']",support
"['how', 'about', 'participating', 'in', 'a', 'charity', 'run', 'to', 'support']",a
"['how', 'about', 'participating', 'in', 'a', 'charity', 'run', 'to', 'support', 'a']",good
"['how', 'about', 'participating', 'in', 'a', 'charity', 'run', 'to', 'support', 'a', 'good']",cause
"[""i've""]",decided
"[""i've"", 'decided']",to
"[""i've"", 'decided', 'to']",dedicate
"[""i've"", 'decided', 'to', 'dedicate']",time
"[""i've"", 'decided', 'to', 'dedicate', 'time']",each
"[""i've"", 'decided', 'to', 'dedicate', 'time', 'each']",day
"[""i've"", 'decided', 'to', 'dedicate', 'time', 'each', 'day']",to
"[""i've"", 'decided', 'to', 'dedicate', 'time', 'each', 'day', 'to']",explore
"[""i've"", 'decided', 'to', 'dedicate', 'time', 'each', 'day', 'to', 'explore']",mindfulness
"[""i've"", 'decided', 'to', 'dedicate', 'time', 'each', 'day', 'to', 'explore', 'mindfulness']",practices
